customer_id,income,employment_length,loan_amount,emi,credit_score,credit_utilization_ratio,missed_payments,avg_monthly_balance,balance_trend,utilization_trend,payment_behavior_score,rolling_missed_3m,num_loans,banking_relationship_length,income_to_emi_ratio,loan_to_income_ratio,defaulted,time_to_default,cluster,default_probability,risk_segment
DCRIS003162,129773.06,6.3,349868.25,6184.92,691,0.0805,0,91074.69,1.3793,0.0149,95.06,0,3,12.6,20.9788,2.696,0,36,1,0.3732719560614812,Risky
DCRIS003163,74947.7,16.2,112916.35,1536.26,761,0.4102,0,40005.0,-2.307,0.0243,94.7,0,2,1.4,48.754,1.5066,0,36,0,0.37819274042355483,Safe
DCRIS003164,65071.36,0.9,138497.39,1841.54,735,0.1994,0,49914.09,-1.3081,0.001,92.49,0,2,6.1,35.316,2.1284,0,36,0,0.43553970720139046,Safe
DCRIS003165,49384.03,29.7,64477.34,1233.31,585,0.4196,0,21588.92,1.4925,-0.0072,100.0,0,3,1.7,40.0094,1.3056,0,36,0,0.46696595638740857,Safe
DCRIS003166,34506.49,2.5,102314.56,2259.77,650,0.2588,1,21076.34,-0.3288,0.0558,96.85,0,1,0.0,15.2632,2.965,1,22,1,0.5228261242896212,Risky
DCRIS003167,78123.47,6.4,216888.4,2601.86,686,0.1058,0,15776.05,-0.5292,0.091,90.42,0,1,3.7,30.0145,2.7762,0,36,1,0.3747105624780186,Risky
DCRIS003168,108535.45,4.2,95756.31,3697.67,659,0.4071,1,54895.42,-0.4962,-0.019,92.86,0,0,2.1,29.3444,0.8823,1,8,0,0.5167547366832904,Safe
DCRIS003169,93155.54,3.3,339304.96,5846.34,658,0.1321,1,65449.45,-0.9598,-0.0474,86.62,1,1,5.7,15.9313,3.6423,0,36,1,0.5965253693754312,Risky
DCRIS003170,76912.2,6.0,304326.56,5372.81,542,0.6035,1,21884.21,1.157,0.028,83.23,0,0,5.5,14.3124,3.9568,1,13,1,0.703377307336225,Risky
DCRIS003171,55968.95,2.5,55731.35,688.91,587,0.359,0,28559.63,0.3114,0.0259,89.41,0,0,11.7,81.1244,0.9957,0,36,0,0.2902441450956569,Safe
DCRIS003172,142194.02,0.7,208230.92,11082.9,647,0.2181,1,110266.99,-0.3526,-0.0017,93.06,0,2,2.3,12.8289,1.4644,1,2,1,0.4971935627475845,Risky
DCRIS003173,44789.13,3.4,151173.07,1884.14,432,0.5573,0,5447.6846,-0.9567,-0.0466,89.08,0,1,2.6,23.759,3.3751,1,36,1,0.7042873809997624,Risky
DCRIS003174,157253.86,3.7,295996.19,4416.72,731,0.2293,0,40422.21,0.331,0.027,91.67,0,1,2.0,35.5962,1.8823,1,9,1,0.4215568033129666,Risky
DCRIS003175,54104.35,1.1,37970.33,1783.06,570,0.4429,0,22475.92,-1.2225,-0.0366,93.05,0,0,1.4,30.3265,0.7018,0,36,0,0.36038946211601514,Safe
DCRIS003176,62852.05,13.7,231997.01,8902.11,734,0.162,1,44315.88,-0.2537,0.0296,83.66,1,3,4.1,7.0596,3.6911,0,36,1,0.4347271707918301,Risky
DCRIS003177,40942.7,1.3,95750.87,3008.12,727,0.3553,1,21957.68,1.7414,-0.0278,83.85,0,2,7.0,13.6062,2.3386,1,24,1,0.5078389216705768,Risky
DCRIS003178,73068.94,3.5,44450.69,731.68,636,0.6506,0,56103.53,-0.1249,-0.0855,84.68,2,0,0.7,99.728,0.6083,0,36,0,0.392807791923312,Safe
DCRIS003179,177227.14,0.8,358250.15,5436.85,760,0.6226,0,73339.26,0.3408,0.0065,99.08,0,2,16.0,32.5914,2.0214,0,36,1,0.4310860585390883,Risky
DCRIS003180,134507.72,3.8,460083.01,7070.57,739,0.1715,0,40986.75,-1.4823,0.0126,100.0,0,2,4.6,19.0209,3.4205,1,4,1,0.5625125443456256,Risky
DCRIS003181,177558.12,1.8,333870.11,5660.4,655,0.3709,0,122073.38,-0.4256,-0.0866,89.23,0,0,6.1,31.3629,1.8803,0,36,2,0.3856264332029016,Critical
DCRIS003182,135034.49,3.4,129094.93,5961.44,646,0.2093,1,99343.56,1.4529,0.035,95.65,0,3,27.1,22.6475,0.956,0,36,0,0.24516918270560348,Safe
DCRIS003183,50909.16,1.3,32790.25,2172.91,767,0.5283,1,37484.65,0.2222,0.0287,79.7,0,2,2.8,23.4183,0.6441,1,13,0,0.5308207130669568,Safe
DCRIS003184,80945.1,0.3,261276.95,8173.64,698,0.0301,2,27303.85,-0.2952,-0.1421,85.49,0,0,0.3,9.902,3.2278,1,1,1,0.4998535736824353,Risky
DCRIS003185,61813.71,7.6,141309.54,2558.01,763,0.1553,0,11370.12,1.4394,0.1061,98.5,1,0,6.2,24.1553,2.286,0,36,1,0.3947601576633585,Risky
DCRIS003186,219332.68,5.1,355640.21,9502.22,488,0.0308,0,94047.6,-0.8976,-0.0188,98.16,0,3,8.2,23.0798,1.6215,0,36,2,0.3019464020349638,Critical
DCRIS003187,48142.8,2.1,163309.0,2231.39,687,0.0538,0,16764.22,-1.056,-0.0186,100.0,1,1,0.7,21.5656,3.3921,0,36,1,0.4789318965760043,Risky
DCRIS003188,168757.59,0.2,151292.38,2127.27,553,0.2191,0,116666.4,-0.9527,0.0339,98.9,0,2,0.1,79.2933,0.8965,1,2,0,0.4871774255031262,Safe
DCRIS003189,168682.3,10.0,181001.52,6536.44,677,0.2659,0,85787.87,-1.299,0.0154,94.74,0,2,0.6,25.8025,1.073,0,36,0,0.42366401626219113,Safe
DCRIS003190,295898.6,0.9,550827.16,9264.76,737,0.3089,3,174882.21,0.0704,0.1171,71.19,0,2,1.6,31.9346,1.8615,1,8,2,0.5676146966709665,Critical
DCRIS003191,77202.57,13.3,49180.56,685.15,819,0.25,1,16258.56,-0.433,-0.0579,98.91,1,1,10.3,112.5162,0.637,0,36,0,0.16907760717978895,Safe
DCRIS003192,151356.51,3.5,528003.63,6874.87,604,0.3956,2,116978.15,0.8056,0.0322,84.52,1,3,0.0,22.0127,3.4885,1,36,2,0.6463820102844391,Critical
DCRIS003193,388089.44,2.1,816346.0,19083.92,637,0.0741,2,200000.0,-0.9876,-0.0181,87.69,1,3,6.5,20.3349,2.1035,1,1,2,0.5162656746555646,Critical
DCRIS003194,68146.49,6.8,175713.42,2272.34,672,0.1482,0,20701.57,-0.4822,0.0513,100.0,0,1,7.7,29.9763,2.5784,0,36,1,0.3477188416410923,Risky
DCRIS003195,39299.84,10.5,27296.0285,469.7267,602,0.1878,3,15511.5,-0.4856,0.0512,69.16,0,1,6.7,98.4573,0.6619,0,36,0,0.3086166686640591,Safe
DCRIS003196,31952.13,2.3,112855.24,3383.57,758,0.0258,0,22593.84,-1.3074,-0.0607,98.61,1,0,0.3,9.4405,3.5319,1,7,1,0.6406602154468521,Risky
DCRIS003197,151391.92,2.6,589429.13,16111.42,674,0.2486,2,19480.34,1.0206,0.0217,72.81,1,0,4.5,9.396,3.8934,0,36,1,0.5205287497775284,Risky
DCRIS003198,31891.98,2.8,115035.6,5228.62,689,0.258,0,7478.31,0.5815,-0.0254,91.56,0,4,12.3,6.0983,3.6069,1,7,1,0.6207239093093324,Risky
DCRIS003199,78953.04,12.8,228551.75,5815.8,729,0.3827,0,54827.46,-0.5309,0.0698,92.18,0,2,0.5,13.5733,2.8947,1,8,1,0.6368396545719741,Risky
DCRIS003200,128333.54,5.9,419897.26,10987.25,674,0.3387,1,69928.43,-0.5812,-0.0777,84.58,0,2,0.1,11.6792,3.2719,1,4,1,0.6138330751215271,Risky
DCRIS003201,110316.12,1.4,382804.72,6721.72,614,0.2891,0,58500.68,-0.9465,-0.0051,95.81,0,2,8.3,16.4094,3.47,1,5,1,0.5192620277770488,Risky
DCRIS003202,127422.92,1.0,160331.49,4702.94,674,0.1079,1,62940.49,1.1792,0.0189,88.52,0,1,4.1,27.0885,1.2583,0,36,0,0.31090534568681516,Safe
DCRIS003203,112800.26,1.3,112955.97,2669.94,611,0.4178,1,89999.35,0.9747,0.0026,91.31,3,2,4.2,42.2324,1.0014,1,31,0,0.4913158858837344,Safe
DCRIS003204,212632.26,1.5,258326.91,12031.85,688,0.2776,1,153279.73,-0.772,0.0651,87.06,1,0,13.3,17.671,1.2149,0,36,2,0.3469136560297246,Critical
DCRIS003205,55748.74,1.3,201177.03,3111.58,759,0.05,2,12981.73,0.4494,0.026,89.88,0,1,5.9,17.9108,3.6086,0,36,1,0.44598814036819856,Risky
DCRIS003206,65762.36,5.4,110344.6,7389.71,586,0.4772,0,26464.75,1.094,-0.0124,99.53,0,3,2.0,8.898,1.6779,0,36,1,0.44236319172897276,Risky
DCRIS003207,62093.98,0.6,64350.59,976.57,557,0.1796,2,15113.74,-0.389,-0.0065,82.38,1,3,2.3,63.5185,1.0363,1,1,0,0.3864874278054492,Safe
DCRIS003208,162448.3,2.4,649559.21,26168.91,683,0.3326,0,53749.9,0.657,-0.0286,96.41,0,0,0.6,6.2074,3.9607010000000002,1,18,2,0.6335467613024566,Critical
DCRIS003209,169437.46,4.9,184488.41,2232.61,618,0.4687,0,121598.49,-0.4076,0.013,90.18,0,1,1.4,75.8581,1.0888,1,6,0,0.41072110857381877,Safe
DCRIS003210,129409.26,1.7,117384.64,1410.94,682,0.0995,1,99597.46,1.12,0.0506,86.14,1,1,2.4,91.6533,0.9071,0,36,0,0.2237010872867039,Safe
DCRIS003211,200806.33,0.3,686576.36,8216.3,705,0.3285,0,99516.08,-1.9975,0.1139,91.35,1,1,1.2,24.437,3.4191,1,27,2,0.4893018964014934,Critical
DCRIS003212,48687.4,0.4,168369.4,13012.84,508,0.6033,0,16876.21,-0.9635,0.0348,90.76,0,2,9.9,4.105988,3.4581,0,36,1,0.4690375801176293,Risky
DCRIS003213,268427.05,0.7,650725.38,23559.5,735,0.0551,5,146347.51,0.5695,-0.0582,61.78,0,0,0.0,11.3931,2.4242,0,36,2,0.31936776805305356,Critical
DCRIS003214,246210.75,9.0,360178.23,6945.83,586,0.3637,0,145642.73,2.3723,0.0017,93.77,0,1,3.5,35.4422,1.4629,1,29,2,0.4463710953719583,Critical
DCRIS003215,153487.31,5.4,242029.37,3732.2,678,0.1992,1,93991.3,-0.5071,0.0337,86.83,0,0,5.9,41.1141,1.5769,0,36,0,0.4152679257204443,Safe
DCRIS003216,287529.1,0.3,449237.39,6351.3,627,0.3135,0,39700.71,-0.2499,0.0616,99.62,0,1,5.3,45.2638,1.5624,1,5,0,0.3892624834122043,Safe
DCRIS003217,36535.0,2.5,128949.54,5928.53,635,0.3803,0,21398.78,0.6775,-0.0071,94.43,0,2,4.1,6.1615,3.5294,1,12,1,0.5722068090994579,Risky
DCRIS003218,72065.53,1.6,40343.34,548.04,815,0.4718,0,7462.92,-0.995,0.0731,83.67,0,0,2.1,118.272525,0.5598,0,36,0,0.1788293226989684,Safe
DCRIS003219,63501.44,4.3,189626.48,3042.51,705,0.2681,0,22553.75,-1.5951,-0.0668,88.25,0,1,10.0,20.8646,2.9861,1,1,1,0.5509869420190188,Risky
DCRIS003220,152190.39,3.5,584904.5,17795.05,752,0.4805,0,114229.68,0.3172,-0.0584,100.0,0,2,1.6,8.5519,3.8432,0,36,2,0.5273542594465386,Critical
DCRIS003221,52570.77,3.3,164718.38,13069.7,692,0.3051,0,39056.79,-0.3497,-0.0109,96.18,1,2,5.5,4.105988,3.1332,0,36,1,0.4924485868345124,Risky
DCRIS003222,155514.94,1.9,344938.49,4436.25,729,0.4664,2,73044.76,0.9074,0.0348,75.14,0,2,10.5,35.0476,2.218,0,36,1,0.4401734536910935,Risky
DCRIS003223,224655.12,3.5,177008.51,6737.87,713,0.1733,0,60445.73,-0.2226,-0.0167,97.98,0,1,0.5,33.3372,0.7879,1,20,0,0.4239290120024375,Safe
DCRIS003224,149809.8,6.8,90917.38,2377.15,700,0.4199,1,71572.56,-0.7221,-0.0233,90.38,0,2,11.8,62.9942,0.6069,0,36,0,0.27468358045354424,Safe
DCRIS003225,117037.61,10.6,143813.96,1964.42,768,0.6292,0,27921.18,0.2929,-0.1073,100.0,1,2,6.0,59.5483,1.2288,1,1,0,0.7538873504309704,Safe
DCRIS003226,54571.99,14.4,144231.34,2413.7,692,0.219,0,20733.83,-0.8255,0.0085,93.66,0,1,3.8,22.5999,2.6429,1,6,1,0.5188529629699768,Risky
DCRIS003227,59390.49,0.3,124107.78,5760.68,862,0.5747,1,38276.37,1.1086,0.1705,77.02,0,1,1.9,10.3078,2.0897,1,14,1,0.7101088394261781,Risky
DCRIS003228,208933.51,6.7,544566.2,6600.02,756,0.0471,1,69092.99,-0.7826,-0.0308,94.72,3,3,9.4,31.6517,2.6064,0,36,2,0.4135155874563529,Critical
DCRIS003229,157567.53,6.5,126091.45,3602.97,588,0.3321,0,102847.06,-0.6484,0.0954,100.0,0,1,0.2,43.7206,0.8002,1,30,0,0.524365377519599,Safe
DCRIS003230,96431.51,14.7,327593.5,5975.45,665,0.5911,0,60229.55,1.8005,0.0006,84.01,0,1,2.3,16.1352,3.3971,1,7,1,0.6264101733118578,Risky
DCRIS003231,76822.61,1.5,220997.39,3861.87,711,0.0796,0,56791.1,1.2363,0.0252,100.0,1,3,5.7,19.8874,2.8767,0,36,1,0.5092141088098664,Risky
DCRIS003232,29275.76,6.8,79984.28,1512.83,683,0.2908,0,17908.11,-0.3078,0.0138,95.98,0,1,6.7,19.3389,2.732,1,5,1,0.48228155159929664,Risky
DCRIS003233,51921.52,0.3,57346.58,1067.47,734,0.4141,0,26760.91,-0.4955,0.0302,89.65,0,2,0.9,48.5943,1.1045,1,15,0,0.5695619562876708,Safe
DCRIS003234,310783.39,5.0,749334.4,25429.03,743,0.6109,0,181772.41,-1.3529,0.0067,87.01,0,1,0.2,12.2211,2.4111,1,8,2,0.6397740665420564,Critical
DCRIS003235,45785.68,2.2,63833.87,786.91,571,0.1744,2,13589.84,0.3135,-0.0163,80.3,0,2,6.5,58.11,1.3942,0,36,0,0.519952275965968,Safe
DCRIS003236,110601.39,7.3,416276.67,8836.8,782,0.3274,0,83710.17,0.1867,0.0408,95.17,0,3,2.2,12.5146,3.7637,1,19,1,0.6511803361486701,Risky
DCRIS003237,180677.04,9.9,385500.42,17440.18,640,0.3809,0,31777.55,-1.3294,0.0539,98.38,2,2,0.6,10.3592,2.1336,1,1,1,0.6706119477689655,Risky
DCRIS003238,46492.51,2.3,73282.35,1001.59,632,0.1985,0,26902.07,0.0232,-0.0637,89.41,0,1,0.4,46.3726,1.5762,0,36,0,0.41285759208576583,Safe
DCRIS003239,110285.34,3.7,422103.04,18683.1,632,0.2556,3,59792.84,0.2233,-0.0224,73.25,0,0,4.1,5.9026,3.8273,0,36,1,0.5290968872279134,Risky
DCRIS003240,173294.77,0.6,211409.14,2852.99,744,0.0575,4,113307.67,-0.4193,-0.009,60.82,0,2,3.5,60.7201,1.2199,1,28,0,0.3667537894905849,Safe
DCRIS003241,99458.88,2.7,221322.13,4229.34,658,0.3878,0,13886.73,-1.0543,0.0038,87.29,1,0,7.7,23.5109,2.2252,1,22,1,0.7001726721034977,Risky
DCRIS003242,402799.7562,2.2,548969.01,36208.97,626,0.0384,0,107903.45,0.3705,0.0295,93.52,3,2,0.1,13.8084,1.0979,0,36,2,0.48544173617232306,Critical
DCRIS003243,36273.42,1.0,30109.89,1445.18,646,0.1639,0,16778.22,1.5308,0.1248,98.47,0,1,8.1,25.0821,0.8301,0,36,0,0.3881287075679025,Safe
DCRIS003244,186323.02,11.2,127024.21,1589.13,536,0.1769,0,114213.51,0.981,-0.0208,100.0,0,1,8.7,117.1747,0.6817,0,36,0,0.17759793190206125,Safe
DCRIS003245,88993.53,0.8,49390.02,2328.44,612,0.2802,0,15023.78,0.9795,0.0464,100.0,0,1,2.4,38.2039,0.555,0,36,0,0.3880946192914321,Safe
DCRIS003246,156866.76,5.0,467933.69,8626.56,580,0.032,0,47567.27,-0.777,-0.0143,100.0,0,2,0.3,18.1821,2.983,1,11,1,0.3715101672205841,Risky
DCRIS003247,128641.44,11.0,238962.19,6906.58,658,0.3459,1,100612.55,0.1505,0.0769,85.4,0,0,11.7,18.6232,1.8576,1,11,1,0.48561513093782244,Risky
DCRIS003248,63583.31,12.2,236956.18,3414.21,733,0.1785,1,33085.54,0.9521,-0.0179,96.35,0,1,0.3,18.6177,3.7266,0,36,1,0.48514909310021026,Risky
DCRIS003249,113255.07,7.9,305001.01,4407.99,724,0.205,1,57934.96,0.9193,-0.0287,88.7,1,0,3.6,25.6873,2.693,0,36,1,0.5778013278168124,Risky
DCRIS003250,32378.8,1.0,107620.02,1550.43,780,0.0865,0,5447.6846,1.1374,0.0379,100.0,2,2,2.7,20.8703,3.3237,1,1,1,0.6004810429960178,Risky
DCRIS003251,141768.18,8.5,211061.96,7833.31,762,0.1853,1,111131.39,-0.2909,0.0285,88.89,0,2,7.2,18.0958,1.4888,0,36,1,0.38803559668189097,Risky
DCRIS003252,118053.72,1.6,146920.54,2324.51,637,0.3145,0,70964.77,0.3246,-0.0639,98.78,0,0,2.8,50.7647,1.2445,1,3,0,0.4251764736133635,Safe
DCRIS003253,144812.65,12.8,297533.3,16017.88,681,0.1223,0,88507.0,0.5412,0.0595,100.0,0,0,2.5,9.0401,2.0546,0,36,1,0.43160281496872677,Risky
DCRIS003254,186254.82,6.2,632541.78,36111.98,677,0.1868,0,148290.48,0.4537,0.062,100.0,1,1,8.5,5.1576,3.3961,1,12,2,0.5167790306017689,Critical
DCRIS003255,123077.79,7.7,267953.21,6466.21,507,0.2494,0,80584.36,-0.5624,-0.03,99.22,0,3,13.3,19.031,2.1771,0,36,1,0.5170526216107331,Risky
DCRIS003256,107888.51,0.4,261768.12,4759.14,582,0.2299,2,14340.1,1.1015,-0.0203,84.29,0,1,3.2,22.665,2.4263,0,36,1,0.46163511372193916,Risky
DCRIS003257,58183.61,4.4,102107.45,2955.75,666,0.2674,0,34654.5,0.8445,0.024,100.0,0,1,2.4,19.6782,1.7549,0,36,1,0.4255961664038307,Risky
DCRIS003258,64387.03,8.6,165691.04,4875.85,666,0.0606,2,34239.04,1.6616,-0.0141,84.74,0,3,7.1,13.2026,2.5733,0,36,1,0.4855588744100266,Risky
DCRIS003259,201197.19,9.9,456646.79,26263.02,720,0.3063,0,82030.99,0.0371,0.0044,90.38,0,1,7.1,7.6606,2.2696,0,36,2,0.49212948199816386,Critical
DCRIS003260,233701.8,0.1,495137.83,18962.56,717,0.1644,0,32159.48,1.1309,0.0644,100.0,0,1,1.5,12.3237,2.1187,1,6,2,0.4886497211023515,Critical
DCRIS003261,85573.74,14.0,207159.26,3703.88,538,0.2866,0,42451.35,0.1089,0.0317,97.28,0,2,3.4,23.0975,2.4208,1,23,1,0.4258951285362495,Risky
DCRIS003262,101478.44,0.2,199477.95,3267.89,721,0.1465,2,21502.18,-0.229,0.072,82.1,0,0,0.7,31.0437,1.9657,0,36,1,0.40295795009899943,Risky
DCRIS003263,57367.39,4.8,186789.33,2415.09,694,0.4921,1,24950.01,0.5027,0.0664,87.74,0,1,4.0,23.7439,3.256,0,36,1,0.4607535236555014,Risky
DCRIS003264,199516.88,5.9,147293.59,3778.39,729,0.2352,1,38512.7,-0.4633,0.0207,89.07,0,4,7.2,52.7908,0.7382,0,36,0,0.2811122589129506,Safe
DCRIS003265,147156.23,0.6,255980.69,8819.41,765,0.5237,0,96507.36,0.0552,0.0231,98.34,1,0,0.8,16.6836,1.7395,1,21,1,0.64179812472126,Risky
DCRIS003266,316389.86,0.2,992275.66,15556.53,668,0.513,0,84475.24,1.4155,-0.0225,84.66,0,1,1.6,20.3368,3.1362,0,36,2,0.505352134482474,Critical
DCRIS003267,58279.53,7.7,103719.38,1714.78,779,0.1928,0,11787.24,-0.5088,0.0205,100.0,0,1,2.4,33.9669,1.7797,0,36,0,0.3322800171245652,Safe
DCRIS003268,78684.01,2.4,168653.84,5299.71,608,0.352,0,38393.22,0.6332,-0.0009,100.0,3,1,7.5,14.844,2.1434,0,36,1,0.5318179155049462,Risky
DCRIS003269,113421.65,0.6,212412.93,3153.55,604,0.2072,0,29229.18,-0.9072,0.0333,91.87,0,1,5.3,35.955,1.8728,0,36,0,0.42967850251982037,Safe
DCRIS003270,145494.52,7.2,251111.81,9488.65,714,0.3739,0,41027.4,0.3744,0.1242,98.51,1,5,1.5,15.3319,1.7259,1,19,1,0.6420271179824066,Risky
DCRIS003271,86733.84,9.5,210229.48,5674.91,650,0.3539,0,46031.08,-0.1435,-0.0056,91.99,0,2,1.1,15.2811,2.4238,1,19,1,0.5064729737959122,Risky
DCRIS003272,58467.33,4.4,62702.33,2114.37,700,0.1436,0,35543.96,-2.4164,-0.0472,100.0,0,2,4.8,27.6393,1.0724,1,7,0,0.4585914912437811,Safe
DCRIS003273,167517.74,0.9,339316.98,5774.98,839,0.2349,4,89847.61,-1.379,0.0983,60.55,0,0,2.6,29.0025,2.0255,0,36,1,0.44843249566622834,Risky
DCRIS003274,152158.99,0.1,477917.77,10082.12,711,0.4694,2,69614.62,-1.2526,0.0365,76.19,0,3,3.6,15.0905,3.1409,1,13,1,0.698327161538463,Risky
DCRIS003275,56967.46,6.0,30352.65,469.7267,696,0.0748,0,16447.66,-1.3941,0.0146,100.0,0,2,4.2,118.272525,0.537499,1,7,0,0.3471316578961333,Safe
DCRIS003276,222629.82,4.0,581054.44,29430.5,610,0.503,1,75098.77,2.6556,-0.085,89.07,0,3,3.3,7.5643,2.6099,1,36,2,0.7327425476156271,Critical
DCRIS003277,199210.88,5.3,784324.55,25727.93,544,0.2287,2,40710.14,-1.3957,0.0143,76.63,0,0,3.8,7.7427,3.9371,1,13,2,0.5405724258608903,Critical
DCRIS003278,106999.33,8.4,204328.92,4354.13,674,0.2595,0,83933.83,1.0359,-0.0136,94.53,0,0,8.7,24.5686,1.9096,0,36,1,0.44969297139909464,Risky
DCRIS003279,103544.7,2.8,247156.81,15365.07,765,0.1294,0,20515.75,-1.1139,0.0074,98.71,0,1,8.1,6.7385,2.3869,1,36,1,0.4914495459262456,Risky
DCRIS003280,137645.2,0.7,136398.15,2109.74,654,0.4464,0,107402.72,-1.7876,-0.0225,85.09,0,0,0.6,65.2118,0.9909,0,36,0,0.3486597342977497,Safe
DCRIS003281,58863.6,14.1,174973.88,5415.96,712,0.2505,1,17432.53,1.0416,0.0417,93.42,0,0,3.5,10.8665,2.9725,0,36,1,0.40608517034452385,Risky
DCRIS003282,100510.64,3.9,197251.97,3555.83,794,0.1197,0,26467.67,1.3906,0.0256,94.96,0,3,2.3,28.2585,1.9625,1,8,1,0.4527918235773582,Risky
DCRIS003283,27134.73,4.8,86604.16,1126.21,792,0.0924,0,21694.13,0.1889,-0.0075,100.0,0,3,1.3,24.0724,3.1915,0,36,1,0.24714490605586553,Risky
DCRIS003284,167020.76,13.5,157091.11,5196.08,714,0.4542,0,27722.06,1.4257,-0.0146,100.0,0,1,4.0,32.1374,0.9405,0,36,0,0.45539860828306883,Safe
DCRIS003285,38681.01,13.4,29573.52,469.7267,693,0.1917,1,25724.24,-0.1054,-0.0252,96.77,0,2,2.9,85.8306,0.7645,1,8,0,0.39033765933651454,Safe
DCRIS003286,243300.33,4.2,360912.04,6264.67,558,0.1943,0,132441.02,-0.0552,-0.0386,95.43,0,2,6.0,38.8307,1.4834,1,14,2,0.4548157785061624,Critical
DCRIS003287,80977.61,1.8,89955.6,3607.3,629,0.4564,0,47140.22,-0.3822,-0.0372,92.13,0,0,0.4,22.442,1.1109,0,36,0,0.48446511860963387,Safe
DCRIS003288,86942.29,29.2,292145.64,4507.34,657,0.1107,0,28286.71,0.4066,-0.0066,96.54,0,2,1.4,19.2848,3.3602,0,36,1,0.31951643478167224,Risky
DCRIS003289,67735.09,5.7,213537.74,13011.9,611,0.1258,0,34803.02,-0.6151,-0.0444,100.0,0,1,0.1,5.2052,3.1525,1,19,1,0.5617226812453293,Risky
DCRIS003290,83048.22,2.6,322483.6,6533.67,699,0.2822,0,47844.14,-0.6064,-0.1061,95.89,0,0,5.5,12.7089,3.883,1,8,1,0.5800472763867672,Risky
DCRIS003291,231218.59,4.1,169547.09,8246.91,832,0.6052,0,113509.78,-1.1628,0.0079,85.43,0,0,9.7,28.0336,0.7333,0,36,0,0.40114607176603734,Safe
DCRIS003292,24018.4289,2.7,33416.06,543.99,801,0.2496,0,11941.01,-1.2597,-0.0242,85.63,3,1,3.5,40.713,1.506,1,15,0,0.6186767722267763,Safe
DCRIS003293,212389.95,11.0,827611.69,24414.38,699,0.444,0,55548.25,1.5343,0.1138,98.54,0,3,3.8,8.699,3.8966,1,4,2,0.7070135878177225,Critical
DCRIS003294,120911.49,3.3,105567.74,1507.6,742,0.0271,0,56746.96,0.4332,-0.0381,100.0,1,2,0.2,80.1479,0.8731,0,36,0,0.3118103999987,Safe
DCRIS003295,47848.12,8.7,105953.43,2242.69,621,0.2636,0,9758.1,-0.3587,-0.0595,100.0,0,3,2.8,21.3257,2.2143,1,35,1,0.4059506952912817,Risky
DCRIS003296,51782.76,9.2,144755.36,8133.21,797,0.5665,0,10303.08,1.3364,-0.0295,83.91,1,3,3.0,6.366,2.7954,0,36,1,0.537565251561571,Risky
DCRIS003297,269907.83,8.7,349890.56,6355.15,555,0.2847,0,104401.11,0.6469,-0.0457,93.91,1,2,0.2,42.464,1.2963,0,36,2,0.3522556821640439,Critical
DCRIS003298,55976.98,6.4,180053.58,13916.08,753,0.3112,0,28081.32,0.0376,-0.055,100.0,0,0,6.1,4.105988,3.2165,1,1,1,0.4918842892986032,Risky
DCRIS003299,49414.03,9.7,172095.98,5190.71,719,0.1901,1,41027.4,0.6279,0.0082,93.4,0,3,1.3,9.5179,3.4827,0,36,1,0.47879941223373124,Risky
DCRIS003300,195318.87,2.4,369531.9,11783.01,619,0.497,0,74321.09,0.8092,0.0393,89.54,1,2,5.1,16.5749,1.8919,1,10,2,0.6752274964250478,Critical
DCRIS003301,120949.9,0.6,358565.42,4341.06,663,0.307,1,46113.31,0.9432,-0.0494,91.47,1,2,2.1,27.8554,2.9646,0,36,1,0.5672567333277321,Risky
DCRIS003302,56232.19,9.2,132571.74,4485.34,589,0.5121,0,25771.04,1.4905,-0.0529,97.16,0,1,21.7,12.5341,2.3575,0,36,1,0.48776290513640036,Risky
DCRIS003303,112417.51,3.4,323838.61,5332.98,592,0.2135,2,61236.55,-0.1094,-0.0365,85.72,0,1,1.0,21.0757,2.8807,0,36,1,0.5350142754698132,Risky
DCRIS003304,53345.69,0.7,110676.15,3627.06,552,0.4036,1,41027.4,-0.171,-0.0297,84.46,0,2,0.2,14.7037,2.0747,0,36,1,0.4282850899732507,Risky
DCRIS003305,191088.67,0.6,118226.97,6671.13,741,0.287,0,130937.89,0.7002,-0.0571,100.0,0,1,15.6,28.6398,0.6187,0,36,0,0.39334832997052527,Safe
DCRIS003306,186618.66,0.9,305188.46,18466.95,776,0.1211,1,84205.46,-0.2941,-0.0,89.19,1,0,1.1,10.105,1.6353,0,36,2,0.43143843161218953,Critical
DCRIS003307,135836.02,7.0,208094.89,2644.74,507,0.1196,0,48269.24,-0.8625,0.003,100.0,1,2,4.0,51.3413,1.5319,1,12,0,0.4147982997397546,Safe
DCRIS003308,122638.54,6.2,458018.04,24167.35,827,0.2334,2,88606.15,0.8788,0.0281,83.59,0,2,1.9,5.0743,3.7347,0,36,2,0.49203791786166173,Critical
DCRIS003309,283995.27,1.1,577785.8,8040.09,679,0.1108,0,64334.77,-0.0674,-0.0098,100.0,0,1,4.1,35.318,2.0345,0,36,2,0.40590315942214544,Critical
DCRIS003310,98697.19,9.4,361447.04,7068.19,703,0.161,0,53616.03,-0.9426,-0.0595,96.05,1,0,3.6,13.9616,3.6621,1,20,1,0.5878264487170439,Risky
